_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev20a,ev21a,ev22a,ev23a,ev24a,ev25a,ev26a,ev27a,ev28a,ev29a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,eventstate0,eventstate1,eventstate10,eventstate11,eventstate12,eventstate13,eventstate14,eventstate15,eventstate16,eventstate17,eventstate18,eventstate19,eventstate2,eventstate20,eventstate21,eventstate22,eventstate23,eventstate24,eventstate25,eventstate26,eventstate27,eventstate28,eventstate29,eventstate3,eventstate4,eventstate5,eventstate6,eventstate7,eventstate8,eventstate9,eventtype0,eventtype1,eventtype10,eventtype11,eventtype12,eventtype13,eventtype14,eventtype15,eventtype16,eventtype17,eventtype18,eventtype19,eventtype2,eventtype20,eventtype21,eventtype22,eventtype23,eventtype24,eventtype25,eventtype26,eventtype27,eventtype28,eventtype29,eventtype3,eventtype4,eventtype5,eventtype6,eventtype7,eventtype8,eventtype9,noevents,othertextfield0,othertextfield1,othertextfield10,othertextfield11,othertextfield12,othertextfield13,othertextfield14,othertextfield15,othertextfield16,othertextfield17,othertextfield18,othertextfield19,othertextfield2,othertextfield20,othertextfield21,othertextfield22,othertextfield23,othertextfield24,othertextfield25,othertextfield26,othertextfield27,othertextfield28,othertextfield29,othertextfield3,othertextfield4,othertextfield5,othertextfield6,othertextfield7,othertextfield8,othertextfield9,step_2_for_each_event_you_have_highlighted_select_the_event_state_and_the_event_type,verification,id,sentence
766612266,8/6/2015 08:13:45,1707008093,8/6/2015 08:13:24,false,prodege,0.9664,25257275,CAN,BC,Port Coquitlam,70.68.58.9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 08:34:40,1707022163,8/6/2015 08:34:19,false,prodege,0.9701,31508822,CAN,AB,Calgary,206.75.77.133,3-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 11:40:46,1707066143,8/6/2015 11:40:17,false,prodege,0.9731,20464581,IRL,10,Galway,86.40.230.134,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 12:47:43,1707080239,8/6/2015 12:46:40,false,superrewards,0.9689,26028176,IRL,16,Limerick,95.45.138.162,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 14:21:15,1707107730,8/6/2015 14:20:54,false,prodege,0.9679,29849805,GBR,Z1,Swansea,82.1.37.235,0-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 18:51:59,1707239932,8/6/2015 18:50:09,false,instagc,0.9696,27770607,USA,TX,El Paso,173.175.164.207,7-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 18:57:22,1707244457,8/6/2015 18:56:54,false,prodege,0.9738,19907188,USA,MI,Grand Ledge,50.36.237.46,5-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 20:06:45,1707298389,8/6/2015 20:06:20,false,instagc,0.9595,19913374,CAN,ON,Toronto,209.171.47.7,5,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,Has happened,Has happened,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 20:43:55,1707313877,8/6/2015 20:43:37,false,gifthunterclub,0.9663,33274628,GBR,I4,Morden,77.96.118.137,3-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 22:31:32,1707355109,8/6/2015 22:30:26,false,prodege,0.9654,33432034,CAN,BC,Princeton,75.156.83.71,0-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
766612266,8/6/2015 23:21:47,1707374105,8/6/2015 23:21:03,false,prodege,0.9112,11521789,USA,CA,La Jolla,69.196.36.160,7,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,Has happened,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,wsj_0324_0,QVC Network Inc. said it completed its acquisition of CVN Cos .
