wsj_0816_1_13|0.6978631578|0.3021368422
wsj_0816_1_12|0.6978631578|0.3021368422
wsj_0816_1_11|0.6978631578|0.3021368422
wsj_0816_1_10|0.6978631578|0.3021368422
wsj_0816_1_15|0.6978631578|0.3021368422
wsj_0816_1_14|0.6978631578|0.3021368422
APW19980227.0468_0_45|0.43905704|0.56094296
APW19980227.0468_0_44|0.43905704|0.56094296
APW19980227.0468_0_41|0.43905704|0.56094296
APW19980227.0468_0_40|0.43905704|0.56094296
APW19980227.0468_0_43|0.43905704|0.56094296
APW19980227.0468_0_42|0.43905704|0.56094296
wsj_0132_4_11|0.4687546711|0.5312453289
wsj_0132_4_10|0.4687546711|0.5312453289
wsj_0132_4_13|0.4687546711|0.5312453289
wsj_0132_4_12|0.4687546711|0.5312453289
wsj_0132_4_15|0.4687546711|0.5312453289
wsj_0132_4_14|0.4687546711|0.5312453289
wsj_0132_4_17|0.4687546711|0.5312453289
wsj_0132_4_16|0.4687546711|0.5312453289
wsj_0132_4_18|0.4687546711|0.5312453289
ABC19980304.1830.1636_13_8|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_9|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_6|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_7|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_4|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_5|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_2|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_3|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_0|0.3762194021|0.6237805979
ABC19980304.1830.1636_13_1|0.3762194021|0.6237805979
wsj_0816_3_19|0.4952605565|0.5047394435
wsj_0816_3_18|0.4952605565|0.5047394435
wsj_0816_3_11|0.4952605565|0.5047394435
wsj_0816_3_10|0.4952605565|0.5047394435
wsj_0816_3_13|0.4952605565|0.5047394435
wsj_0816_3_12|0.4952605565|0.5047394435
wsj_0816_3_15|0.4952605565|0.5047394435
wsj_0816_3_14|0.4952605565|0.5047394435
wsj_0816_3_17|0.4952605565|0.5047394435
wsj_0816_3_16|0.4952605565|0.5047394435
APW19980227.0494_14_9|0.4303314829|0.5696685171
APW19980227.0494_14_8|0.4303314829|0.5696685171
APW19980227.0494_14_3|0.4303314829|0.5696685171
APW19980227.0494_14_2|0.4303314829|0.5696685171
APW19980227.0494_14_1|0.4303314829|0.5696685171
APW19980227.0494_14_0|0.4303314829|0.5696685171
APW19980227.0494_14_7|0.4303314829|0.5696685171
APW19980227.0494_14_6|0.4303314829|0.5696685171
APW19980227.0494_14_5|0.4303314829|0.5696685171
