_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev20a,ev21a,ev22a,ev23a,ev24a,ev25a,ev26a,ev27a,ev28a,ev29a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,eventstate0,eventstate1,eventstate10,eventstate11,eventstate12,eventstate13,eventstate14,eventstate15,eventstate16,eventstate17,eventstate18,eventstate19,eventstate2,eventstate20,eventstate21,eventstate22,eventstate23,eventstate24,eventstate25,eventstate26,eventstate27,eventstate28,eventstate29,eventstate3,eventstate4,eventstate5,eventstate6,eventstate7,eventstate8,eventstate9,eventtype0,eventtype1,eventtype10,eventtype11,eventtype12,eventtype13,eventtype14,eventtype15,eventtype16,eventtype17,eventtype18,eventtype19,eventtype2,eventtype20,eventtype21,eventtype22,eventtype23,eventtype24,eventtype25,eventtype26,eventtype27,eventtype28,eventtype29,eventtype3,eventtype4,eventtype5,eventtype6,eventtype7,eventtype8,eventtype9,noevents,othertextfield0,othertextfield1,othertextfield10,othertextfield11,othertextfield12,othertextfield13,othertextfield14,othertextfield15,othertextfield16,othertextfield17,othertextfield18,othertextfield19,othertextfield2,othertextfield20,othertextfield21,othertextfield22,othertextfield23,othertextfield24,othertextfield25,othertextfield26,othertextfield27,othertextfield28,othertextfield29,othertextfield3,othertextfield4,othertextfield5,othertextfield6,othertextfield7,othertextfield8,othertextfield9,step_2_for_each_event_you_have_highlighted_select_the_event_state_and_the_event_type,verification,id,sentence
774103762,8/19/2015 10:13:16,1715377435,8/19/2015 10:12:52,false,instagc,1.0,18960682,GBR,C9,Workington,92.18.216.12,3-4,,,,,,,,,,,6-13,,,,,,,,,,,,,,,,,,,Has happened,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 11:09:29,1715415828,8/19/2015 11:08:34,false,prodege,0.9825,27934334,GBR,C8,Croydon,81.159.60.206,6-7,,,,,,,,,,,8-10,,,,,,,,,,,14-15,,,,,,,,Has happened,Will happen,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 11:24:52,1715426780,8/19/2015 11:24:13,false,instagc,0.9789,19913374,CAN,ON,Woodbridge,174.112.153.114,9,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,Will happen,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 11:43:55,1715435843,8/19/2015 11:43:05,false,prodege,0.9746,29849805,GBR,Z1,Swansea,82.1.37.235,6-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 12:40:35,1715463256,8/19/2015 12:39:17,false,elite,0.9737,29463692,IRL,"","",109.79.86.186,0-4,,,,,,,,,,,6-13,,,,,,,,,,,14-20,,,,,,,,Has happened,Will happen,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 12:52:21,1715468529,8/19/2015 12:51:56,false,prodege,0.9721,14848125,GBR,V2,Glasgow,86.175.142.146,4,,,,,,,,,,,9-11,,,,,,,,,,,,,,,,,,,Has happened,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 12:54:06,1715469180,8/19/2015 12:53:47,false,superrewards,0.9607,31767535,GBR,V2,Glasgow,2.223.200.160,10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 14:25:29,1715509484,8/19/2015 14:25:09,false,elite,0.9676,30064988,GBR,H3,Leeds,92.22.141.123,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 14:28:26,1715510474,8/19/2015 14:27:11,false,instagc,0.9565,30326470,USA,CA,Santee,99.44.37.73,8-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
774103762,8/19/2015 15:24:22,1715529983,8/19/2015 15:23:48,false,elite,0.9535,32732290,GBR,A7,Birmingham,80.249.56.149,6-7,,,,,,,,,,,8-17,,,,,,,,,,,,,,,,,,,Has happened,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,wsj_0346_2,"As part of the agreement , Cilcorp said it will pay Hunter $4 million in exchange for agreements not to compete ."
