_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ev0a,ev10a,ev11a,ev12a,ev13a,ev14a,ev15a,ev16a,ev17a,ev18a,ev19a,ev1a,ev20a,ev21a,ev22a,ev23a,ev24a,ev25a,ev26a,ev27a,ev28a,ev29a,ev2a,ev3a,ev4a,ev5a,ev6a,ev7a,ev8a,ev9a,eventstate0,eventstate1,eventstate10,eventstate11,eventstate12,eventstate13,eventstate14,eventstate15,eventstate16,eventstate17,eventstate18,eventstate19,eventstate2,eventstate20,eventstate21,eventstate22,eventstate23,eventstate24,eventstate25,eventstate26,eventstate27,eventstate28,eventstate29,eventstate3,eventstate4,eventstate5,eventstate6,eventstate7,eventstate8,eventstate9,eventtype0,eventtype1,eventtype10,eventtype11,eventtype12,eventtype13,eventtype14,eventtype15,eventtype16,eventtype17,eventtype18,eventtype19,eventtype2,eventtype20,eventtype21,eventtype22,eventtype23,eventtype24,eventtype25,eventtype26,eventtype27,eventtype28,eventtype29,eventtype3,eventtype4,eventtype5,eventtype6,eventtype7,eventtype8,eventtype9,noevents,othertextfield0,othertextfield1,othertextfield10,othertextfield11,othertextfield12,othertextfield13,othertextfield14,othertextfield15,othertextfield16,othertextfield17,othertextfield18,othertextfield19,othertextfield2,othertextfield20,othertextfield21,othertextfield22,othertextfield23,othertextfield24,othertextfield25,othertextfield26,othertextfield27,othertextfield28,othertextfield29,othertextfield3,othertextfield4,othertextfield5,othertextfield6,othertextfield7,othertextfield8,othertextfield9,step_2_for_each_event_you_have_highlighted_select_the_event_state_and_the_event_type,verification,id,sentence
769457230,8/12/2015 23:37:34,1710346632,8/12/2015 23:36:51,false,zoombucks,0.9879,4688131,CAN,BC,Vancouver,75.157.35.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this is not a full sentence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/13/2015 04:50:51,1710492613,8/13/2015 04:50:33,false,elite,0.9723,29216552,USA,"","",172.164.27.110,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/13/2015 05:44:49,1710513609,8/13/2015 05:44:37,false,elite,0.9757,29216689,USA,"","",172.162.221.12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/13/2015 13:35:27,1710861651,8/13/2015 13:35:02,false,superrewards,0.9712,33199643,USA,WI,Marshfield,66.222.96.78,4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/13/2015 18:37:34,1711034929,8/13/2015 18:37:18,false,superrewards,0.967,31767535,GBR,V2,Glasgow,2.218.130.199,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intention or Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/14/2015 00:33:21,1711247090,8/14/2015 00:32:25,false,elite,0.9521,31441522,IRL,07,Dublin,109.125.16.48,0-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A state of being the president.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/14/2015 07:43:08,1711346102,8/14/2015 07:42:33,false,prodege,0.9643,20464581,IRL,10,Galway,86.46.58.21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/14/2015 09:13:13,1711363297,8/14/2015 09:12:09,false,instagc,0.9649,27770607,USA,TX,El Paso,173.175.164.207,0-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not an event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/14/2015 19:44:56,1711530088,8/14/2015 19:44:34,false,prodege,0.9657,3587109,CAN,NS,Havre Boucher,142.166.198.174,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
769457230,8/15/2015 05:11:56,1712192242,8/15/2015 05:11:09,false,gifthulk,0.9683,31065274,AUS,08,Perth,106.68.99.6,0-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Is happening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,wsj_0266_4,BRUCE R. BENT President The Reserve Fund New York
