The Russian leadership has staunchly opposed the western alliances expansion into Eastern Europe .|0.572981856349
Mr. Drabinsky , who would have had the right to vote those shares for two years , said the purchase , subsequently rejected by regulators , was aimed at consolidating his control of the company .|0.388514344943
The stock began trading this summer at $14 apiece .|0.629836657298
Cilcorp will also assume $22 million of Hunters existing debt .|0.436666882305
And when he and President Gorbachev spoke about the decision in a talk lasting nearly an hour , the President took pains to listen to what his counterpart had to say , although he already had decided that the Soviet alternative to the allied deadline was unacceptable .|0.294513753931
Kuchma has said repeatedly that Ukraine would remain neutral for the foreseeable future .|0.530281060691
Finally , when Iraq failed to respond to the U.S. ultimatum , Mr. Bush let the ground offensive begin as previously planned Saturday night .|0.366259937017
Taken together , the worries prompted a broad sell-off of stocks .|0.584643403798
Peter DaPuzzo , head of retail equity trading at Shearson Lehman Hutton , acknowledges that he wasnt troubled by program trading when it began in the pre-crash bull market because it added liquidity and people were pleased to see stock prices rising .|0.381815573975
Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank , a unit of NCNB Corp. , of Charlotte , N.C. The Dallas oil and gas concern said that $10 million of the facility would be used to consolidate the companys $8.1 million of existing bank debt , to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock , and to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders , National Canada Corp. The remaining $40 million can be used over three years for oil and gas acquisitions , the company said .|0.285310220619
The two presidents on Friday signed the plan , which calls for cooperation in the metallurgy , fuel , energy , aircraft building , missile , space and chemical industries .|0.622991823286
Courtaulds Chairman and Chief Executive Sir Christopher Hogg will remain in both posts at the surviving chemical company after the spinoff .|0.42976674319
Riot police in armored cars , shields and helmets prevented a few hundred Protestants , many waving British and Ulster flags , from interfering with the Catholics as they marched within Portadowns few Catholic streets .|0.366962334009
Because Columbia now must sell the bonds within five years , accounting rules require the thrift to value the bonds at the lower of cost or market prices .|0.591542255044
Thomas Spiegel , Columbias chairman , said in a statement that the thrift was disappointed by the effects of the accounting changes .|0.355765425044
Sales , however , were little changed at 2.46 billion guilders , compared with 2.42 billion guilders .|0.759072115277
' All this has really established is that MCA and the Bronfmans have agreed on a price at which they can be bought out , said Jeffery Logsdon , an analyst with Crowell , Weedon in Los Angeles .|0.423390197406
It means supervising the rest of the crew in training and leading them in flight .|0.571187207713
Just clobbered , said Ulric Weil , an analyst at Weil amp Associates who had once been high on the company .|0.490465758274
